feature,global_mean,global_std,local_std,stability_ratio,stability_gain
feature_barkier_lackluster_hunker,1824.020905923345,504.7068572731942,352.26126344567524,0.6979522040751642,152.44559382751896
feature_baroque_revulsionary_savvy,520.5714285714286,480.3437334023396,334.5028551029431,0.6963822609563659,145.84087829939648
feature_battlemented_pangenetic_cabotage,1036.8728222996515,561.713337788913,451.3349349149183,0.8034969165794066,110.37840287399473
feature_bavarian_educible_fetishism,1173.0975609756097,568.792730457165,467.51658518631,0.8219454295953208,101.27614527085501
feature_beachy_scrub_sachet,1809.6393728222997,528.3082161880053,437.0058444545447,0.8271797240023057,91.30237173346063
feature_beaked_dear_herero,633.9912891986063,488.35687562413267,424.8110801305247,0.8698783642343628,63.545795493607955
feature_beastliest_subsiding_participate,443.4390243902439,549.3548895794099,313.79562013968916,0.5712074764273662,235.55926943972077
feature_beastly_carbonyl_amygdala,1351.1794425087107,567.1930865345619,448.0871304308648,0.7900080961292899,119.10595610369705
feature_beaten_sensitive_curricle,1163.9233449477351,713.6422060824532,439.10803478408275,0.6153055845653681,274.53417129837044
feature_bedimmed_unscrutinized_cakewalk,1683.6550522648083,529.5346300606013,421.8783404684309,0.7966964132641335,107.65628959217042
feature_beholden_ithyphallic_ankle,1521.7020905923346,565.1632299965426,419.22003495975065,0.7417680640021738,145.9431950367919
feature_believable_uncoated_bimetallism,1082.9965156794426,572.3569804561171,483.74213298017776,0.8451755626264552,88.61484747593931
feature_bending_ciceronian_terrapin,1402.3257839721255,551.2702546660541,448.1806686530715,0.8129962842355212,103.08958601298264
feature_beneficiary_princelier_turnstile,2516.3188153310102,282.6335408682507,44.131986665516685,0.15614561007141314,238.501554202734
feature_benumbed_notoungulate_zoffany,907.0487804878048,843.8450998791986,325.5112098596728,0.3857475855536421,518.3338900195258
feature_besmeared_incorporate_mankind,1150.3031358885016,700.3942410810777,438.73905132508935,0.6264172741453208,261.6551897559883
feature_bessarabian_terrorful_radar,1651.0853658536585,485.3762305630447,390.2704670496545,0.8040576412176882,95.10576351339023
feature_bested_insinuative_earthwork,1774.4494773519164,468.88729828193016,339.5216412072617,0.7241007432944279,129.36565707466843
feature_betraying_successful_counteroffer,1060.3797909407665,987.8670848459935,324.91401925463987,0.3289045907479479,662.9530655913536
feature_biafran_sorbian_peterson,1515.4233449477351,546.927786560851,448.45572405556106,0.8199541787326361,98.47206250528995
feature_bicameral_showery_wallaba,1499.7108013937282,979.9322197533363,285.9995249560656,0.29185643577272724,693.9326947972706
feature_bifurcated_sensational_mandioca,404.74216027874564,476.6120982685167,326.82846328839906,0.685732620879188,149.78363498011765
feature_binate_uncurtailed_coition,2473.184668989547,329.6338505621837,50.415064672141185,0.1529426197769414,279.2187858900425
feature_binding_comestible_viyella,2256.9355400696863,346.478189001446,151.74045973763407,0.4379509722529772,194.73772926381196
feature_binding_mexican_sunk,1105.4616724738676,596.594454847357,486.132867400291,0.8148464395712017,110.46158744706605
feature_biodegradable_unreadable_infernal,1474.2787456445992,1014.2437217216714,301.6127014394109,0.2973769469604658,712.6310202822605
feature_biosystematic_apogeotropic_itch,1220.2369337979094,569.6475040259003,479.18441167253366,0.8411946129597129,90.46309235336662
feature_bipinnate_somalian_oscillograph,747.8344947735192,916.5031952703,265.4817322299003,0.28966809237539315,651.0214630403998
feature_biserial_formed_mendacity,1728.857142857143,543.2943244795747,409.967866166371,0.7545962615366578,133.32645831320372
feature_bitchier_retinal_psalmodist,1855.7160278745644,478.66012584895503,332.34385524032257,0.6943211629564404,146.31627060863246
feature_bivariate_rabid_fred,1570.439024390244,549.3422552275158,425.06847010586785,0.7737771235708444,124.27378512164796
feature_blame_sanctified_willow,1650.0313588850174,722.4730789449837,372.04317611232955,0.5149578398901983,350.4299028326542
feature_bleak_scotch_cafard,1994.4947735191638,452.8422504714834,266.2981564022852,0.5880594315681121,186.5440940691982
feature_bleariest_stressful_gena,1303.7317073170732,682.2097637459526,445.5303768563844,0.6530694817529685,236.6793868895682
feature_bleary_presentive_arginine,884.3066202090592,612.1567372135643,405.08864561801875,0.6617400756902798,207.06809159554552
feature_blended_alexic_agent,1360.411149825784,558.0491183080574,453.90065817646587,0.8133704422876645,104.14846013159149
feature_blessed_fissirostral_outpour,1193.479094076655,598.1716372330793,492.43576870549765,0.8232349012456079,105.73586852758166
feature_blessed_inevitable_rhein,1505.5853658536585,1002.1985494354548,316.7314652243951,0.31603664304125373,685.4670842110597
feature_blimpish_giving_jat,1352.9703832752614,645.7897156872831,444.67792413626006,0.6885800645849719,201.11179155102303
feature_blindfold_putrid_grill,1418.8919860627177,569.2493040509937,459.3118848207772,0.8068729843886322,109.9374192302165
feature_bloodiest_haematoid_mag,1218.334494773519,534.2094382066977,445.1840772372219,0.8333512016030128,89.02536096947574
feature_blue_electroanalytical_cavell,943.5261324041812,637.2459355597796,428.0543189198607,0.6717254595650618,209.1916166399189
feature_bluer_extravagant_brainwave,818.3675958188153,795.9616895519217,330.3124314979025,0.4149853389097764,465.64925805401924
feature_blunted_edgy_relishing,1764.3989547038327,503.6898642029888,367.8006224756777,0.7302124752056808,135.88924172731112
feature_blurred_divertible_desensitizer,1469.8588850174217,590.2427186868158,448.0616030132388,0.7591141556309166,142.18111567357698
feature_boggy_parthia_styrene,2071.149825783972,450.82917812032383,230.67897335806066,0.5116771153097232,220.15020476226317
feature_bomb_suicidal_enzymologist,2321.8414634146343,338.5326528139352,118.17186071690496,0.34907079046775064,220.36079209703024
feature_bombproof_shockable_detumescence,1764.054006968641,517.8156418678113,373.21075681791353,0.7207406007893197,144.6048850498978
feature_bonapartean_biogenic_yodeller,1086.445993031359,557.2976523756648,476.30021559063067,0.8546603660723208,80.99743678503415
feature_bond_fatter_hoodman,1314.364111498258,599.5033093960228,464.64594027979393,0.775051501797225,134.85736911622888
feature_bonded_unhindered_steiner,1649.8240418118467,506.6565063304925,410.7525078073583,0.8107119965403623,95.90399852313419
feature_booked_dullish_rhonda,1070.5592334494775,574.2690132913641,498.72975511329105,0.868460152942734,75.53925817807306
feature_booming_timocratical_gametocyte,1120.7439024390244,965.9044422416541,357.23700235131554,0.36984714711762395,608.6674398903385
feature_boorish_erotic_bandit,1956.7891986062718,550.0580288172988,345.4378615126075,0.6280025804829118,204.62016730469128
